"Molecule ChEMBL ID	SMILES#RO5 Violations	label	pIC50	Molwt	LogP	HBA	HBD"
"CHEMBL205577	Cc1nc2cc(O)cc(O)c2c(=O)n1-c1ccc(O)cc1	0	0	4.4782344741229165	284.27099999999996	1.8109199999999996	6	3"
"CHEMBL382698	C=C(C)c1cc(O)cc2ncn(-c3ccc(O)cc3)c(=O)c12	0	0	4.356863288956562	294.31000000000006	2.830000000000001	5	2"
"CHEMBL1299357	CCCCn1c(NC(=O)CC)c(C#N)c2nc3ccccc3nc21	0	0	4.631458564809615	321.384	3.6047800000000025	5	1"
"CHEMBL1383151	COc1ccc(C2C=C(c3ccc(Cl)cc3)Nc3nc(NC(C)=O)nn32)cc1	0	0	4.659863768256424	395.85000000000014	3.954500000000002	6	2"
"CHEMBL85826	COc1ccc2[nH]c3c(c2c1)CCn1c-3nc2ccccc2c1=O	0	0	4.764881043382683	317.34800000000007	3.1095000000000015	4	1"
"CHEMBL1519669	CC(=O)c1cccc(NC(=O)CN2C(=O)NC3(CCCCCCC3)C2=O)c1	0	0	4.317014686421172	371.43700000000024	2.8626000000000014	4	2"
"CHEMBL1303886	COc1ccc2cc3c(N)nn(C(=O)Cc4ccc(Cl)cc4)c3nc2c1	0	0	4.60584086598378	366.80800000000005	3.7116000000000016	6	1"
"CHEMBL1449110	COc1cccc(-c2nnc(NC(=O)Cc3cccs3)s2)c1	0	0	4.719461692186627	331.42199999999997	3.456400000000002	6	1"
"CHEMBL1385373	COc1ccccc1NC(=O)c1ccccc1NC(=O)c1cc(Cl)ccc1NC(=O)c1ccco1	1	0	4.90268055349511	489.91500000000025	5.698500000000004	5	3"
"CHEMBL1533166	Cc1c(C(=O)OCc2ccccc2)[nH]c2c1C(=O)CC(c1ccco1)C2	0	0	4.639080703894185	349.3860000000001	4.185820000000003	4	1"
"CHEMBL1345810	COc1cc2cc(C(c3nnnn3C3CCCC3)N3CCc4ccccc43)c(O)nc2cc1OC	0	0	4.659069113651294	472.5490000000002	4.211300000000003	9	1"
"CHEMBL1504315	Cc1ccc(Nc2nnc(SCC(=O)NCc3ccco3)s2)cc1	0	0	4.5411194670598976	360.46400000000006	3.5916200000000016	7	2"
"CHEMBL1386676	Cc1sc2ncnc(SCC(=O)NC(=O)NCc3ccco3)c2c1C	0	0	4.9390929933780665	376.46300000000014	3.0192400000000017	7	2"
"CHEMBL1324414	Cc1csc2nc(CCNS(=O)(=O)c3ccc4c(c3)OCCO4)cn12	0	0	4.768005699305248	379.4630000000002	1.9964199999999999	7	1"
"CHEMBL1465370	Cc1cc(SCC(=O)NC(=O)NCc2ccco2)nc2c(C)cccc12	0	0	4.49430925471006	369.44600000000014	3.5627400000000025	5	2"
"CHEMBL1482875	Cc1nnc(Oc2ccccc2F)c2ccccc12	0	0	4.523075670085129	254.26399999999998	3.869620000000002	3	0"
"CHEMBL1426947	COc1ccc(N2Cc3cccc(C(=O)O)c3C2=O)cc1	0	0	4.9214348031085375	283.283	2.5538000000000007	3	1"
"CHEMBL1498999	CCCNC(=O)c1ccc(-c2nc3ccccc3s2)s1	0	0	4.518638504711613	302.424	4.164600000000003	4	1"
"CHEMBL3208784	CC(=N)/C(C#N)=C(/O)CSc1nnc(-c2ccc(OC(F)F)cc2)o1	0	0	4.331843406597113	366.34900000000005	3.8054500000000013	8	2"
"CHEMBL1397845	CN1C(=O)CSc2ccc(NC(=O)N3CCC(N4CCCCC4)CC3)cc21	0	0	4.92773245148766	388.5370000000003	3.237300000000002	4	1"
"CHEMBL3597502	CCC(NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)NC(CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC	None	1	6.173925197299173	1023.3399999999992	-1.7701600000000144	12	16"
"CHEMBL1083188	O=C(O)CCOc1ccc([C@@H]2Oc3cc(O)ccc3C3=C2c2ccc(O)cc2OCC3)cc1	0	1	6.236572006437062	446.45500000000027	4.778300000000003	6	3"
"CHEMBL1469865	Cn1c(C(=O)Nc2ccc3c(c2)OCO3)cc2c(=O)n(C)c3ccccc3c21	0	0	4.646582369171028	375.38400000000007	3.0112000000000014	6	1"
"CHEMBL1431650	O=C(NCc1ccco1)c1cc2ccccc2c(=O)o1	0	0	4.520318324454867	269.256	2.3160000000000007	4	1"
"CHEMBL341367	Oc1cccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)cc2)c1	1	1	7.823908740944319	479.6670000000004	6.642900000000005	6	2"
"CHEMBL1466928	Cc1cc(NC(=O)CSc2nc3c(c(=O)n2CCc2ccccc2)SC(C)C3)no1	0	0	4.474200565483058	442.56600000000014	3.549920000000002	8	1"
"CHEMBL3208438	CC(C)CNC(=O)c1c(N)n(/N=C/c2ccccn2)c2nc3ccccc3nc12	0	0	4.798409807783787	387.4470000000001	2.8297000000000008	7	2"
"CHEMBL1429596	CCOc1ccc(NC2=NC(=O)S/C2=C\c2ccc(OC)cc2)cc1	0	0	4.725945885583008	354.43100000000004	4.812200000000004	5	1"
"CHEMBL427324	CC(C)[C@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1	1	1	9.522878745280336	491.6530000000002	6.421600000000009	6	2"
"CHEMBL204025	Cc1c(O)ccc2c1OC(C)(C)c1c-2ccc(O)c1C	0	1	6.329754146925875	270.328	4.009140000000002	3	2"
"CHEMBL206439	CCC1Oc2c(ccc(O)c2C)-c2c(C)cc(O)cc21	0	1	6.361510743045362	270.328	4.225140000000004	3	2"
"CHEMBL434502	Cc1nc(CN2CCN(c3nc(NCCc4ccc(O)cc4)nc(N(C)CCCc4ccc(Cl)cc4)n3)CC2)cs1	2	1	6.823908740944319	593.2010000000001	5.041320000000005	10	2"
"CHEMBL1505467	Cc1nc2cc(-c3ccsc3-n3c(C)ccc3C)nn2c(O)c1Cl	0	0	4.5611860845436745	358.85400000000004	4.532760000000003	6	1"
"CHEMBL1480378	Cc1ccnc(NS(=O)(=O)c2ccc(NC(=O)Cc3cccs3)cc2)n1	0	0	4.9133611713594165	388.4740000000001	2.828520000000001	6	2"
"CHEMBL1501269	Cc1cc(=O)oc2c(CN3CCC(C)CC3)c(O)c(Cl)cc12	0	0	4.624739598437825	321.80400000000003	3.6923200000000023	4	1"
"CHEMBL1519384	COc1cc(NC(=O)CSc2nc3ccccc3c(=O)n2C)ccc1NC(=O)c1ccco1	0	0	4.487566302457763	464.5030000000002	3.518200000000002	8	2"
"CHEMBL1304227	O=C(Nc1nc(-c2nc3ccccc3s2)cs1)C1COc2ccccc2O1	0	0	4.600476490792339	395.4650000000002	4.198300000000002	7	1"
"CHEMBL1362841	O=C(Cc1cccs1)Nc1ccccn1	0	0	4.871973143323223	218.281	2.3243	3	1"
"CHEMBL1454402	CC(=O)c1c(C)[nH]c(C(=O)COc2ccc(C#N)cc2)c1C	0	0	4.468029458955866	296.326	2.9675200000000013	4	1"
"CHEMBL68940	Oc1ccc([C@@H]2Sc3ccccc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1	1	1	8.0	447.60000000000036	6.224000000000006	5	1"
"CHEMBL4588281	CC1=C(c2ccc(N)nc2)[C@H](c2ccc(OCCN3CC(CF)C3)cc2)Oc2ccc(O)cc21	0	1	9.522878745280336	461.5370000000002	4.713900000000004	6	2"
"CHEMBL93308	Oc1ccc([C@@H]2Sc3c(O)cc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1	1	1	7.602059991327962	479.5980000000004	5.6352000000000055	7	3"
"CHEMBL103650	Oc1ccc2c(c1)CCN(c1ccccc1)C2c1ccc(F)cc1	0	1	6.54515513999149	319.379	4.683400000000003	2	1"
"CHEMBL425194	COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12	0	0	4.9586073148417755	300.398	3.826000000000003	3	1"
"CHEMBL327320	Oc1cccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCC3)cc2)c1	1	1	9.045757490560677	449.57200000000034	5.539500000000006	6	2"
"CHEMBL240157	CS(=O)(=O)N1CC(c2ccc(O)cc2)Cc2ccc(O)cc21	0	0	4.493494967595128	319.38200000000006	2.2036999999999995	4	2"
"CHEMBL4532671	Cc1ccccc1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(OCCN2CC(CF)C2)cc1	1	1	8.823908740944319	491.58400000000034	6.218720000000006	6	1"
"CHEMBL141305	CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1	1	1	7.568636235841013	364.44100000000003	5.303200000000005	4	0"
"CHEMBL4092208	Cc1ccccc1C(=O)c1sc2cc(O)ccc2c1Oc1ccc(/C=C/C(=O)O)cc1	1	1	7.777283528852418	430.48100000000017	6.036420000000005	5	2"
"CHEMBL205398	O=c1c2c(O)cc(O)cc2ncn1-c1ccc(O)cc1	0	0	4.954794413964943	270.24399999999997	1.5024999999999997	6	3"
"CHEMBL191974	Oc1ccc(-c2ccc3cc(O)ccc3c2)cc1	0	1	6.675717544702308	236.27	3.918000000000002	2	2"
"CHEMBL202500	CCCN(c1c(C)cccc1Cl)S(=O)(=O)c1ccc(O)c(C)c1	0	1	7.585026652029183	353.8710000000001	4.267740000000004	3	1"
"CHEMBL523477	COc1cc2oc(-c3ccc(O)cc3O)cc2cc1O	0	1	7.337242168318426	272.256	3.2252000000000005	5	3"
"CHEMBL460174	CC(/C=N/NC(=N)N)=C(/Cl)c1ccccc1	0	0	4.431798275933005	236.70600000000005	2.1252700000000004	2	3"
"CHEMBL389683	Oc1ccc2c(Oc3ccc(OCCN4CCCCC4)cc3)c(-c3ccc(Br)cc3)sc2c1	2	1	7.568636235841013	524.4800000000001	7.693400000000006	5	1"
"CHEMBL4436187	C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(F)F	0	1	9.4000078224159	447.43200000000013	4.930100000000004	3	2"
"CHEMBL4436390	C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@](C)(c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(F)F	1	1	9.500038134403807	461.4590000000001	5.104200000000004	3	2"
"CHEMBL4646522	C#CCN1CC(Oc2cc(F)c([C@@H]3c4[nH]c5ccccc5c4C[C@@H](C)N3CC(C)(C)F)c(F)c2)C1	1	1	10.080921907623924	481.5620000000003	5.226400000000005	3	1"
"CHEMBL3360849	COc1cc([C@H]2[C@H](c3ccc(O)cc3)C(=O)N2c2ccc(O)cc2)cc(OC)c1OC	0	0	4.7447274948966935	421.4490000000002	3.995300000000003	6	2"
"CHEMBL360385	N#CCc1cc(O)c(Br)c2cc(-c3ccc(O)cc3)oc12	0	1	6.679853713888947	344.16400000000004	4.339580000000002	4	2"
"CHEMBL185890	N#Cc1cc(O)ccc1-c1noc2cc(O)ccc12	0	1	6.578396073130167	252.22899999999998	2.77768	5	2"
"CHEMBL189080	Oc1ccc2c(-c3ccc(O)c(Br)c3)noc2c1	0	1	6.73754891026957	306.115	3.6685000000000008	4	2"
"CHEMBL362355	Oc1ccc2nc(-c3cccc4c(Br)c(O)ccc34)oc2c1	0	1	6.428291168191312	356.1750000000001	4.8217000000000025	4	2"
"CHEMBL193727	Oc1ccc2cc(-c3ccc(O)c(F)c3)ccc2c1	0	1	7.036212172654443	254.26	4.057100000000002	2	2"
"CHEMBL192386	Oc1ccc(-c2cc(F)c3cc(O)ccc3c2)cc1	0	1	7.657577319177793	254.26000000000002	4.057100000000002	2	2"
"CHEMBL193146	Oc1ccc(-c2cc(F)c3c(Cl)c(O)ccc3c2)cc1	0	1	7.397940008672037	288.705	4.710500000000002	2	2"
"CHEMBL192876	Oc1ccc(-c2cc(Cl)c3c(Cl)c(O)ccc3c2)cc1	1	1	7.366531544420414	305.16	5.224800000000003	2	2"
"CHEMBL427180	COc1cc(O)ccc1-c1ccc2cc(O)ccc2c1	0	1	6.7594507517174005	266.296	3.9266000000000014	3	2"
"CHEMBL195389	Cc1cc(O)ccc1-c1ccc2cc(O)ccc2c1	0	1	7.397940008672037	250.297	4.226420000000002	2	2"
"CHEMBL195290	C=Cc1cc(-c2ccc(O)c(F)c2)cc2ccc(O)cc12	0	1	6.5951662833800615	280.298	4.7001000000000035	2	2"
"CHEMBL195039	N#Cc1cc(O)c(Br)c2ccc(-c3ccc(O)c(F)c3)cc12	0	1	6.935542010773082	358.16600000000005	4.691280000000003	3	2"
"CHEMBL363634	N#Cc1cc(-c2ccc(O)cc2F)cc2ccc(O)cc12	0	1	7.585026652029183	279.27	3.9287800000000015	3	2"
"CHEMBL194326	N#Cc1cc(-c2cc(F)c(O)cc2F)cc2ccc(O)cc12	0	1	6.730487055782082	297.26	4.067880000000001	3	2"
"CHEMBL231810	O/N=C/c1ccc(-c2ccc(O)c(F)c2)c2ccccc12	0	1	6.8297382846050425	281.286	4.159600000000002	3	2"
"CHEMBL185083	Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4(CCC4)C3)cc2)cc1	1	1	9.397940008672037	475.6100000000004	5.929600000000006	6	2"
"CHEMBL1162	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C	0	1	6.092588639225414	298.42600000000004	3.4925000000000024	2	1"
"CHEMBL188246	Cc1c(O)ccc(-c2noc3cc(O)ccc23)c1O	0	1	6.291579099865287	257.245	2.9200200000000005	5	3"
"CHEMBL361078	Oc1ccc2c(-c3cc(Br)c(O)cc3O)noc2c1	0	1	7.522878745280337	322.11400000000003	3.3741000000000003	5	3"
"CHEMBL186598	CCCc1cc(-c2noc3cc(O)ccc23)c(CC)cc1O	0	1	7.886056647693162	297.354	4.420900000000003	4	2"
"CHEMBL188051	Oc1ccc2c(-c3cccc4c(O)cccc34)noc2c1	0	1	8.221848749616356	277.279	4.0592000000000015	4	2"
"CHEMBL185918	Oc1ccc2nc(-c3cccc4c(O)cccc34)oc2c1	0	1	6.931814138253838	277.27900000000005	4.0592000000000015	4	2"
"CHEMBL183889	CC(=O)c1cc(O)cc2cc(-c3ccc(O)cc3)oc12	0	1	6.987162775294827	268.26800000000003	3.7136000000000013	4	2"
"CHEMBL364419	O=Cc1cc(O)cc2cc(-c3ccc(O)cc3)oc12	0	1	6.580044251510242	254.24099999999999	3.3235	4	2"
"CHEMBL93207	O=C(c1ccccc1)N1Cc2cc(O)ccc2C(c2ccc(O)cc2)C1	0	1	6.795880017344076	345.3980000000001	3.8857000000000026	3	2"
"CHEMBL284453	O=C1c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1	1	1	7.309803919971486	459.54200000000026	5.062700000000005	6	2"
"CHEMBL226268	Oc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1	1	1	8.10790539730952	461.58300000000037	6.636500000000005	6	2"
"CHEMBL1320651	COC(=O)c1ccc2c(=O)n(CCCCCC(=O)NCc3ccc4c(c3)OCO4)c(=O)[nH]c2c1	0	0	4.8297952161266435	467.4780000000002	2.0818999999999996	8	2"
"CHEMBL3193600	Cc1nc2ccccc2c(=O)n1/N=C/c1c(O)ccc2oc3c(c12)CCCC3	0	0	4.535128935851024	373.41200000000026	3.9177200000000028	6	1"
"CHEMBL1539865	N#Cc1nc(-c2ccc(OCc3ccc(Cl)cc3)cc2)oc1NCc1cccnc1	1	0	4.427011014808404	416.8680000000001	5.452780000000004	6	1"
"CHEMBL1329686	CC1Cc2ccccc2N1C(=O)CSc1nnc(NC(=O)Cc2cccs2)s1	0	0	4.468450835120271	430.5800000000001	3.8507000000000025	7	1"
"CHEMBL1604500	O=Cc1cn(-c2ccccc2)nc1-c1cc2c(ccc3ccccc32)oc1=O	0	0	4.707270008649083	366.3760000000001	4.611400000000003	5	0"
"CHEMBL1604803	O=C(CSc1nnc(SCC(=O)c2ccco2)s1)c1ccco1	0	0	4.673036913781294	366.44500000000005	3.674100000000002	9	0"
"CHEMBL1487772	CC(=O)Nc1ccc2nc(C)cc(O)c2c1	0	0	4.678076125968201	216.23999999999998	2.2072199999999995	3	2"
"CHEMBL1340020	Cc1ccc(-n2nnnc2SCC(=O)Nc2ccc3c(c2)COC3=O)cc1C	0	0	4.567212798411714	395.44400000000024	2.680340000000001	8	1"
"CHEMBL150924	O=C(O)c1cc(-c2ccco2)nc2ccccc12	0	0	4.6302544038175775	239.23	3.1930000000000014	3	1"
"CHEMBL1565187	O=C(Nc1cccc(-c2cnc3ccccc3n2)c1)c1cccc(NC(=O)c2ccco2)c1	1	0	4.881674748128185	434.45500000000015	5.394400000000003	5	2"
"CHEMBL1420411	COc1ccc(C2CC(c3c(O)nc4ccc(Cl)cc4c3-c3ccccc3)=NN2S(C)(=O)=O)cc1OC	2	0	4.9052092951212325	538.0250000000002	5.388700000000005	7	1"
"CHEMBL1576748	COc1ccc(NC(=O)c2ccco2)cc1N	0	0	4.4425381547618095	232.239	2.1227	4	2"
"CHEMBL1410824	CCn1c(SCC(=O)c2ccc(CNC(C)=O)o2)nnc1-c1cccs1	0	0	4.369634781813296	390.49000000000007	3.2306000000000017	8	1"
"CHEMBL1331872	Cc1nc2sccn2c1-c1nc(-c2cc3ccccc3o2)cs1	1	0	4.971490154707403	337.42900000000003	5.240920000000003	6	0"
"CHEMBL1309506	COc1cc(NC(=O)c2cccs2)c(C(=O)OCC(=O)NCc2ccco2)cc1OC	0	0	4.830547765282756	444.46500000000026	3.083800000000002	8	2"
"CHEMBL1350028	COCCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccco1)C2	0	0	4.709690199954925	317.341	2.6320200000000007	5	1"
"CHEMBL1325233	COc1ccc2c(c1)c(=O)oc1cc(OCC(=O)NC3CCCCC3)ccc12	0	0	4.74727072418482	381.42800000000017	3.7825000000000024	5	1"
"CHEMBL1328182	Cc1ccc2nc(O)c(C3C(C#N)=C(N)Oc4c3ccc3cccnc43)cc2c1	0	0	4.7092808566924695	380.4070000000001	4.015200000000001	6	2"
"CHEMBL1374573	O=C(CSc1nc2scc(-c3ccco3)c2c(=O)n1-c1ccccc1)NCC1CCCO1	0	0	4.52099856208925	467.5720000000003	4.094500000000003	8	1"
"CHEMBL1341814	Cc1cc(-c2nn3c(-c4ccccc4)nnc3s2)c2ccccc2n1	0	0	4.666498517649502	343.41500000000013	4.376420000000002	6	0"
"CHEMBL1313979	O=C(Nc1ccc2c(c1)nc1n2CCSC1)c1ccco1	0	0	4.838440650838762	299.35499999999996	3.128400000000002	5	1"
"CHEMBL447111	Cc1ccc(OCc2ccoc2C(=O)O)cc1C	0	0	4.594486136587292	246.262	3.1736400000000016	3	1"
"CHEMBL30574	O=C1c2ccc(O)cc2O[C@H](c2ccc(OCCN3CCCCC3)cc2)[C@@H]1c1ccccc1	1	1	6.274905478918531	443.54300000000023	5.357100000000004	5	1"
"CHEMBL4641773	C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(OC3CN(CCCCF)C3)cc2F)N1CC(C)(C)F	2	1	9.4089353929735	517.6110000000003	6.342900000000006	3	1"
"CHEMBL4228388	O=C(O)/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3ccccc32)cc1	1	1	7.67778070526608	384.4310000000001	5.231600000000004	3	2"
"CHEMBL4225156	CCN(CC)C(=O)/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1	1	1	6.45717457304082	457.5450000000002	6.154500000000007	3	1"
"CHEMBL4227113	O=C(/C=C/c1ccc(C2=C(c3ccc(O)cc3)CCOc3cc(F)ccc32)cc1)Nc1ccccc1	1	1	7.931814138253838	477.53500000000014	6.924800000000006	3	2"
"CHEMBL282292	CC(C)[C@@H]1C(=O)c2ccc(O)cc2O[C@@H]1c1ccc(OCCN2CCCCC2)cc1	0	1	7.0506099933550885	409.5260000000003	4.845500000000004	5	1"
"CHEMBL225404	Oc1ccc(-c2nn(CC(F)(F)F)c3cc(O)ccc23)c(O)c1	0	1	6.782516055786092	324.25800000000004	3.3824000000000014	5	3"
"CHEMBL1531320	O=C(NCc1ccco1)c1cc2ccc(O)cc2oc1=O	0	0	4.844708305354126	285.25500000000005	2.0216000000000003	5	2"
"CHEMBL1384049	Cc1ccc(-n2c(=O)c(C#N)cc3c(=O)n4cccc(C)c4nc32)cc1	0	0	4.510486724849756	342.3580000000001	2.48712	6	0"
"CHEMBL2112469	O=C(O)CCCOc1ccc(/C(=C/CCc2ccccc2)c2ccc(O)cc2)cc1	1	1	6.628932137728263	402.49000000000007	5.700300000000006	3	2"
"CHEMBL442249	C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2ccc(OCCCN3CCCCC3)cc12	2	1	7.397940008672037	539.7200000000003	6.475300000000006	4	3"
"CHEMBL240438	Cc1c([C@H](C)NC(=O)Cc2c(-c3ccccc3)[nH]c3ccccc23)n(Cc2ccc(OCCN3CCCCC3)cc2)c2ccc(O)cc12	2	1	8.698970004336019	640.8280000000004	8.136520000000006	5	3"
"CHEMBL434525	Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CC4CC3CO4)cc2)cc1	0	1	9.154901959985743	477.58200000000033	4.916800000000006	7	2"
"CHEMBL50995	CC/C(=C(\c1ccccc1)c1ccc(O)cc1)c1ccccc1	1	1	8.154901959985743	300.401	5.761300000000006	1	1"
"CHEMBL122208	Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2CCCN2CCCCC2)cc1	0	1	9.154901959985743	385.5290000000003	4.958300000000005	5	2"
"CHEMBL3360843	O=C1[C@@H](c2ccccc2)[C@H](c2ccc(O)cc2)N1c1ccc(O)cc1	0	1	6.638272163982407	331.37100000000004	3.969500000000002	3	2"
"CHEMBL150461	CC(=C(c1ccc(O)cc1)c1ccc(O)cc1)c1ccccc1	1	1	7.522878745280337	302.373	5.076800000000004	2	2"
"CHEMBL315866	Oc1ccc2c(c1)CCN(c1ccccc1)C2Cc1ccccc1	0	1	8.173925197299173	315.416	4.738700000000004	2	1"
"CHEMBL361601	CC(C)[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1	1	1	9.397940008672037	491.6530000000002	6.421600000000009	6	2"
"CHEMBL180538	C[C@H]1c2ccc(O)cc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1	1	1	7.346787486224656	459.58600000000024	5.983500000000006	5	2"
"CHEMBL180253	C[C@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1	1	1	7.420216403383191	459.58600000000024	5.983500000000006	5	2"
"CHEMBL441537	CCC12CCC(=O)C(Br)=C1c1ccc(O)cc1C2	0	1	6.496209316942818	307.187	3.813600000000002	2	1"
"CHEMBL211493	CC1=C2c3ccc(O)cc3CC2(c2ccccc2)CCC1=O	0	1	6.317854923626168	290.362	4.022700000000002	2	1"
"CHEMBL1433745	O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCN(c2cccc3ccccc23)CC1	0	1	7.154901959985742	458.58700000000033	4.341290000000003	5	1"
"CHEMBL204970	CN(C)CCOc1ccc(/C(=C(/CCC#N)c2ccccc2)c2ccc(O)cc2)cc1	1	1	6.698970004336019	412.533	5.5954800000000064	4	1"
"CHEMBL179929	COc1ccc2c(c1)CO[C@H](c1ccccc1)[C@@H]2c1ccc(OCCN2CCCC2)cc1	1	1	7.4089353929735005	429.56000000000034	5.573200000000006	4	0"
"CHEMBL90008	CC(C)C1c2ccc(O)cc2CCN1c1ccccc1	0	1	7.369572124974977	267.37199999999996	4.152000000000003	2	1"
"CHEMBL191648	C=Cc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12	0	1	6.278189384787452	280.298	4.7001000000000035	2	2"
"CHEMBL195208	CCc1cc(O)cc2ccc(-c3ccc(O)c(F)c3)cc12	0	1	6.946921556516581	282.31399999999996	4.619500000000004	2	2"
"CHEMBL185231	Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3C[C@H]4CCCC[C@H]4C3)cc2)cc1	2	1	9.0	503.66400000000044	6.565700000000007	6	2"
"CHEMBL192260	Oc1cc(F)c(-c2ccc3c(Cl)c(O)ccc3c2)c(F)c1	0	1	7.455931955649724	306.695	4.849600000000003	2	2"
"CHEMBL238959	C[C@H](CCc1ccc(O)cc1)NC(=O)Cc1c(-c2ccccc2)[nH]c2c(OCCCN3CCCCC3)cccc12	2	1	7.161150909262744	539.7200000000004	6.475300000000006	4	3"
"CHEMBL331996	Oc1ccc([C@H]2Sc3cc(O)ccc3S[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1	1	1	7.67778070526608	479.6670000000004	6.642900000000005	6	2"
"CHEMBL362356	Oc1ccc(-c2nc3cc(O)c(Cl)cc3o2)cc1	0	1	6.3334820194451185	261.664	3.559400000000001	4	2"
"CHEMBL92335	Cc1cc2c(cc1O)O[C@H](c1ccc(OCCN3CCCCC3)cc1)[C@H](c1ccc(O)cc1)S2	1	1	7.45717457304082	477.62600000000026	6.238020000000005	6	2"
"CHEMBL71584	Oc1ccc([C@@H]2Sc3ccc(O)cc3O[C@@H]2c2ccc(OCCN3CCCCC3)cc2)cc1	1	1	8.795880017344075	463.5990000000004	5.929600000000006	6	2"
"CHEMBL183584	C[C@@H]1CCN(CCOc2ccc([C@@H]3Oc4ccc(O)cc4S[C@@H]3c3ccc(O)cc3)cc2)C1	1	1	8.522878745280337	463.59900000000016	5.785500000000008	6	2"
"CHEMBL180146	C[C@@H]1c2c(ccc(O)c2F)O[C@@H](c2ccc(OCCN3CCCCC3)cc2)[C@H]1c1ccc(O)cc1	1	1	9.096910013008056	477.5760000000003	6.1226000000000065	5	2"
"CHEMBL181936	C[C@@H]1c2cc(O)ccc2O[C@@H](c2ccc(OCCN3CCCC3)cc2)[C@H]1c1ccc(O)cc1	1	1	8.823908740944319	445.5590000000002	5.593400000000005	5	2"
"CHEMBL362425	O=C(c1ccc(N2CCN(C(=O)c3ccncc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	2	1	7.839831707041488	535.6250000000002	5.567900000000006	7	2"
"CHEMBL180176	O=C(c1ccc(N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12	2	1	9.366531544420411	551.6240000000003	6.445300000000006	8	2"
"CHEMBL33888	Oc1ccc([C@H]2[C@@H](c3ccc(OCCN4CCCCC4)cc3)Oc3cc(O)ccc3[C@@H]2O)cc1	0	1	6.031984286006358	461.5580000000001	4.913400000000006	6	3"
"CHEMBL183263	CC(C)[C@@H](COc1ccc([C@@H]2Oc3ccc(O)cc3S[C@@H]2c2ccc(O)cc2)cc1)N1CCCC1	1	1	9.154901959985743	491.6530000000003	6.564100000000009	6	2"
"CHEMBL182157	Cc1ccccc1C(=O)N1CCN(c2ccc(C(=O)c3c(-c4ccc(O)cc4)sc4cc(O)ccc34)cc2)CC1	2	1	8.404503778174425	548.6640000000001	6.481320000000006	6	2"
"CHEMBL365625	N#CCc1cc(O)ccc1-c1noc2cc(O)ccc12	0	1	6.1444808443322	266.256	2.972080000000001	5	2"
"CHEMBL362307	Oc1ccc2c(-c3cc(Cl)c(O)cc3O)noc2c1	0	1	7.481486060122112	277.663	3.2649999999999997	5	3"
